time,max_daily_temperature,min_daily_temperature,precipitation,Potential_evapotranspiration,global_radiation,wind_speed,mean_daily_temperature
11/03/2019,8.5,2.5,1.2,1.5,2.07,6.4,5.5
12/03/2019,10.6,3.2,2.2,1.9,1.7,6.9,6.9
13/03/2019,10.3,4.6,3,1.4,1.14,6.3,7.45
14/03/2019,13,5.7,10.7,1.6,1.46,6.2,9.35
15/03/2019,13.2,6.6,14.2,1,0.6,5.9,9.9
16/03/2019,12.6,8.2,1.6,1.6,1.06,6.4,10.4
17/03/2019,9.4,7.2,3.1,1.7,2.21,5.9,8.3
18/03/2019,10.8,2.4,0,1.6,3.25,3.9,6.6
19/03/2019,12,-0.9,0,1.3,2.58,2.2,5.55
20/03/2019,14,0,0,1.3,2.51,2.5,7
21/03/2019,14.3,2.9,0,1.6,4.25,2,8.6
22/03/2019,18.8,4.5,0,2,4.21,2.5,11.65
23/03/2019,12.2,5.2,0,1.1,0.98,2.7,8.7
24/03/2019,11.7,3.2,0.2,2,4.67,3.2,7.45
25/03/2019,10.2,3.6,0.4,1.8,3,6.1,6.9
26/03/2019,11.2,4.8,0,1.8,3,3.4,8
27/03/2019,11.8,5,0,1.5,2.27,2.1,8.4
28/03/2019,13.2,6.4,0,1.4,2.06,1.8,9.8
29/03/2019,17.7,1.2,0,2.2,5,1.8,9.45
30/03/2019,19.3,1.6,0,2.5,4.62,2.4,10.45
31/03/2019,13.3,6.8,0,2.2,3.69,4.3,10.05
01/04/2019,16.2,2.2,0,2.8,5.21,3.7,9.2
02/04/2019,17.3,2.6,8.5,1.6,2.45,3.4,9.95
03/04/2019,10.1,3.9,2.6,1.4,3.08,3,7
04/04/2019,10.8,0.5,0,1.4,3.04,2.1,5.65
05/04/2019,13.7,0.3,0,2.1,4.89,2.8,7
06/04/2019,15,1.7,0,1.8,3.24,2.4,8.35
07/04/2019,21.1,7.9,0,2.6,4.57,2.3,14.5
08/04/2019,15.5,9.4,0.9,1.5,2.72,2.3,12.45
09/04/2019,15.1,9.2,0,2,2.84,3.3,12.15
10/04/2019,13.2,4.5,0,3.1,6.04,4.8,8.85
11/04/2019,11.8,0.8,0,2.7,6.07,3.6,6.3
12/04/2019,8.8,1.9,0,2.1,3.39,3.3,5.35
13/04/2019,8.6,-0.2,0,2.1,5.06,3.4,4.2
14/04/2019,11.2,-1,0,1.9,3.68,3.2,5.1
15/04/2019,16.7,-0.3,0,3,5.9,3.9,8.2
16/04/2019,18.8,2.8,0,3.1,5.13,3.2,10.8
17/04/2019,16.1,7.6,0,1.8,2.8,2.1,11.85
18/04/2019,22,7.2,0,4.2,6.27,3.9,14.6
19/04/2019,24.5,8.9,0,4.7,6.33,3.3,16.7
20/04/2019,25,7.6,0,4.4,6.45,2.5,16.3
21/04/2019,24.7,8.8,0,4.4,6.42,2.2,16.75
22/04/2019,25.3,7.6,0,4.7,6.37,3.2,16.45
23/04/2019,22.1,10.4,0,4.2,5.29,4,16.25
24/04/2019,23.9,10.5,5.7,3.6,4.94,4.4,17.2
25/04/2019,17.2,8.6,2.7,1.8,2.6,3.6,12.9
26/04/2019,17.9,7,1.5,3.1,5.36,3.3,12.45
27/04/2019,13.7,9.4,1.1,2.7,3.63,4.9,11.55
28/04/2019,12.3,7.1,2,1.5,2.72,2.7,9.7
29/04/2019,16.6,2.1,0,2.7,5.66,2.5,9.35
30/04/2019,14.5,4.1,0,1.8,2.71,2.7,9.3
01/05/2019,15,6.7,0,2.5,4.72,2,10.85
02/05/2019,13.4,4.1,4.6,1.6,3.02,2.9,8.75
03/05/2019,12.3,7.4,7.9,2,3.49,2.7,9.85
04/05/2019,10.1,4.6,1.9,2.4,5.46,4.4,7.35
05/05/2019,11.9,3.7,0.5,2.4,4.57,3.6,7.8
06/05/2019,11.7,3.3,0.9,1.9,2.69,3.4,7.5
07/05/2019,14.5,2.4,0.2,2.5,4.52,2,8.45
08/05/2019,14.8,6.2,3.5,1.7,2.11,3.6,10.5
09/05/2019,16.7,6.6,6.5,2.4,4.23,3,11.65
10/05/2019,15,9.5,2.7,2.1,3.73,2.7,12.25
11/05/2019,15.8,9,0,3.3,6.18,4,12.4
12/05/2019,14.8,5.1,0,2.8,4.66,3.1,9.95
13/05/2019,16.4,4.3,0,4.1,7.83,3.4,10.35
14/05/2019,16.7,5.5,0,4.2,7.67,3.8,11.1
15/05/2019,17.6,6.4,0,4.4,7.84,3.1,12
16/05/2019,17.7,6.8,0,4.2,7.18,3.3,12.25
17/05/2019,13.5,9.6,0,1.7,2.13,2.9,11.55
18/05/2019,20.7,8.9,0,3.4,5.72,2,14.8
19/05/2019,19.1,11.5,1.4,2.7,4.62,3.3,15.3
20/05/2019,13.8,11.5,0.1,1.1,1.35,3.8,12.65
21/05/2019,16.7,10.2,0,2.7,4.84,5.4,13.45
22/05/2019,20.6,10.2,0,4.2,7.02,2.5,15.4
23/05/2019,22.3,7.4,0,4.2,6.89,2.2,14.85
24/05/2019,23,9.9,0,5,7.71,3,16.45
25/05/2019,19.1,7.4,0.8,2.9,5.03,1.9,13.25
26/05/2019,21.6,8.4,3.1,3.3,5.05,4.3,15
27/05/2019,19,12.2,0.1,3.6,5.66,3.1,15.6
28/05/2019,15.1,11.7,3.4,2.1,3.2,2.9,13.4
29/05/2019,19.8,5.4,0.1,3.6,6.14,2.5,12.6
30/05/2019,21.3,10,0,3.1,3.88,4.8,15.65
31/05/2019,21.3,13.6,0,3.5,4.78,3.1,17.45
01/06/2019,27,10.5,0,4.9,7.58,2,18.75
02/06/2019,30.8,13.8,3.7,5.9,7.62,3.3,22.3
03/06/2019,20.3,15.9,0,3.1,3.72,3,18.1
04/06/2019,25.8,10.4,6.5,3.3,4.37,3.1,18.1
05/06/2019,18.5,14.7,22.5,1.7,2.16,3.1,16.6
06/06/2019,19.1,10.8,0.1,3.4,5.86,3.7,14.95
07/06/2019,22,9.3,0.3,3.3,4.54,5.5,15.65
08/06/2019,18.2,12.2,0.1,3.9,4.2,8,15.2
09/06/2019,20.1,10,0,3.3,4.86,2.3,15.05
10/06/2019,22.4,12.5,3.6,3.2,4.84,2.3,17.45
11/06/2019,19.7,10.4,1.5,3.8,6.39,2.4,15.05
12/06/2019,17.7,12.1,10.2,1.9,2.62,2.6,14.9
13/06/2019,18.2,10.8,6.2,2.8,4.37,4.3,14.5
14/06/2019,23.5,10.9,14.4,3.9,6.21,2.8,17.2
15/06/2019,20.4,12.6,1.1,2.4,3.92,2.6,16.5
16/06/2019,22.4,12.1,0.2,3.7,5.54,3,17.25
17/06/2019,26,11.8,0,4.9,7.42,2.1,18.9
18/06/2019,27.6,15.4,0,5,7.08,1.8,21.5
19/06/2019,27.2,16.4,7,3.4,4.29,2.8,21.8
20/06/2019,21.3,15,0,3.3,4.33,3.7,18.15
21/06/2019,20.7,11.2,0,4.2,6.74,3,15.95
22/06/2019,23.9,10.2,0,4.7,7.43,2.8,17.05
23/06/2019,28.9,13.7,0,5.3,7.28,3,21.3
24/06/2019,32,17.8,0,5.5,7.09,2.2,24.9
25/06/2019,33.3,20.3,0,6,7.18,3,26.8
26/06/2019,26.3,17.2,0,4.2,5.96,3.7,21.75
27/06/2019,24.9,14.7,0,5.4,8.22,4.2,19.8
28/06/2019,25.9,12.2,0,5.5,8.39,3.3,19.05
29/06/2019,32.6,14.1,0,6.5,8.44,2.4,23.35
30/06/2019,26.1,18.1,0,5.3,6.89,3.6,22.1
01/07/2019,23,14.9,0,5.1,7.39,4.2,18.95
02/07/2019,23.5,13.5,0,4.5,6.43,2.8,18.5
03/07/2019,22.2,11.7,0,4.7,7.07,3.7,16.95
04/07/2019,23.4,9.9,0,5.1,8.09,2.6,16.65
05/07/2019,26.1,13.6,0,5.2,7.2,3,19.85
06/07/2019,24.9,13,1.3,4.1,5.76,3.1,18.95
07/07/2019,20.8,14,0,4.2,6.26,2.9,17.4
08/07/2019,19.5,9.6,0,3.6,4.99,3.7,14.55
09/07/2019,21.3,8.1,0,3.7,5.73,2.3,14.7
10/07/2019,22.6,11.2,0.4,3.1,4.22,1.8,16.9
11/07/2019,25,14,0,4,5.04,2.9,19.5
12/07/2019,22.8,13.9,13.8,3.5,4.86,3.7,18.35
13/07/2019,21.2,15.3,1.5,3,4.22,3.8,18.25
14/07/2019,19.6,14.4,0,2.9,3.78,3,17
15/07/2019,19.1,11,0,2.2,2.79,2.6,15.05
16/07/2019,20.6,13.1,0,3.1,4.45,2.1,16.85
17/07/2019,25,9.8,0,4.4,7.23,1.9,17.4
18/07/2019,23,14.1,0,3.4,3.98,3.1,18.55
19/07/2019,24.8,15.2,0,4.5,6.07,3.2,20
20/07/2019,26.8,17.2,0.4,4,4.21,3.7,22
21/07/2019,24.4,15.3,0,4.1,5.77,2.7,19.85
22/07/2019,28.7,14.3,0,5.5,7.48,3,21.5
23/07/2019,34.1,15.1,0,6.1,7.63,2.3,24.6
24/07/2019,37.4,18.9,0.1,6.4,7,2.4,28.15
25/07/2019,39.8,19.5,1.8,6.8,6.66,3,29.65
26/07/2019,34.6,23.1,1,6.3,6.27,4,28.85
27/07/2019,22,19.3,18.1,1.4,1.26,3.3,20.65
28/07/2019,18.5,17.5,5.3,1,0.71,3.2,18
29/07/2019,25.2,13,0,4.6,7.42,1.9,19.1
30/07/2019,26.8,14.2,0,5,6.56,3.8,20.5
31/07/2019,22.2,16.2,0,3.6,3.73,4.4,19.2
01/08/2019,23.3,14.8,0,3.3,4.41,2.8,19.05
02/08/2019,23.3,14.9,3.5,3.2,4.66,4.4,19.1
03/08/2019,21.7,15.6,0,2.4,3.02,2,18.65
04/08/2019,26.4,14.1,0.1,4.1,6.17,1.8,20.25
05/08/2019,26,15.3,0,4.4,5.51,3.7,20.65
06/08/2019,23.9,15.3,0,4.1,5.06,3.5,19.6
07/08/2019,24.9,16,0,4.6,5.46,4.2,20.45
08/08/2019,24.8,14.6,0.9,4.2,5.96,3.2,19.7
09/08/2019,25.9,16.2,4.4,2.2,2.28,3.4,21.05
10/08/2019,24.9,18.7,0,4.7,3.12,7,21.8
11/08/2019,21.3,15.2,0,3.6,4.16,3.9,18.25
12/08/2019,22.9,14.2,10.9,3,4.29,3.3,18.55
13/08/2019,19.7,11.7,2,2.5,4.35,3.1,15.7
14/08/2019,21.5,10,4.7,2.4,3.66,3.1,15.75
15/08/2019,21.3,12.2,1.4,2.6,3.56,4.6,16.75
16/08/2019,23.1,13.6,0.8,3.1,4.24,3.5,18.35
17/08/2019,20.7,13.9,1.9,1.6,1.59,3.9,17.3
18/08/2019,21.2,15.6,3.4,2.1,2.5,3.2,18.4
19/08/2019,21.6,13.2,0,3.7,5.07,4.6,17.4
20/08/2019,21.9,12.2,0,3.3,4.96,3.4,17.05
21/08/2019,22.6,9,0,3.4,6.12,1.7,15.8
22/08/2019,25.1,9.6,0,3.8,6.32,2.2,17.35
23/08/2019,26.7,9.6,0,3.8,6.03,2.1,18.15
24/08/2019,29.9,11.7,0,4.3,6.2,2.1,20.8
25/08/2019,31.3,12.7,0,4.2,5.97,1.6,22
26/08/2019,32.5,14.7,0,4.1,5.43,1.9,23.6
27/08/2019,33.5,17.8,0,4.2,5.38,1.5,25.65
28/08/2019,29,18.2,12.1,3.8,4.06,3.3,23.6
29/08/2019,22.7,17.6,0.2,3,4.1,3.2,20.15
30/08/2019,24.1,11.4,0,3.4,5.86,1.8,17.75
31/08/2019,29.6,10.1,0.2,3.8,5.09,2.7,19.85
01/09/2019,20.9,12.9,0.4,2.8,3.95,3.1,16.9
02/09/2019,21.3,9.9,0,3.2,5.24,2.4,15.6
03/09/2019,20.1,11.9,0,2,2,3.4,16
04/09/2019,21.5,14.2,5.8,2.1,2.73,3.8,17.85
05/09/2019,16.1,12,3.1,1.9,2.95,3.7,14.05
06/09/2019,19.8,6.9,0.6,2.7,4.32,3.8,13.35
07/09/2019,18.3,9.1,2,1.9,3.24,3.3,13.7
08/09/2019,18.1,10.2,0,2.7,4.86,3,14.15
09/09/2019,18.2,7,0,2.3,4.33,2.1,12.6
10/09/2019,20.9,6.3,0,2.5,4.78,1.8,13.6
11/09/2019,18.3,7,1.3,1.2,1.27,3.4,12.65
12/09/2019,23.3,14.4,0.3,2.8,3.93,4.1,18.85
13/09/2019,22.5,16.9,0.1,2.3,2.94,3.1,19.7
14/09/2019,22.4,9.7,0,2.8,5.02,2.1,16.05
15/09/2019,24.3,7.1,0,2.9,4.91,2.6,15.7
16/09/2019,20.4,8.9,0,1.3,1.52,2.3,14.65
17/09/2019,19,9.2,0,2.3,3.31,3.1,14.1
18/09/2019,17.9,5.8,0,2,3.55,2.1,11.85
19/09/2019,17.8,6.3,0,2,3.45,2.2,12.05
20/09/2019,20.9,5.6,0,2.6,4.39,2.8,13.25
21/09/2019,25.7,5.8,0,3.4,4.62,3.3,15.75
22/09/2019,26.5,7.8,3.3,2.8,3.44,3.3,17.15
23/09/2019,20.8,13.2,0.1,2,3.11,3.1,17
24/09/2019,17.8,14.6,7,1.3,0.95,3.4,16.2
25/09/2019,17.3,13.5,2,1.3,1.53,4,15.4
26/09/2019,19.7,14.5,6.9,1,0.9,4.2,17.1
27/09/2019,18.8,13.7,3.5,1.8,2.93,4.2,16.25
28/09/2019,17.9,13.7,2.3,1.7,2.13,5.1,15.8
29/09/2019,18.7,13.5,3.7,1.6,1.09,6.2,16.1
30/09/2019,18.7,13.3,10,2.1,2.7,4.6,16
01/10/2019,18.6,13.3,5.4,1.1,1.44,3.8,15.95
02/10/2019,14,10,5.7,1.5,2.54,3.5,12
03/10/2019,13.9,8,4.6,1.1,1.18,2.7,10.95
04/10/2019,14.2,8.3,6,0.8,0.92,3.9,11.25
05/10/2019,12.8,7.5,2.6,1,1.75,2.8,10.15
06/10/2019,15.4,7.9,5.6,0.8,0.78,3.3,11.65
07/10/2019,13.1,8.7,4.2,0.8,0.94,2.7,10.9
08/10/2019,16.2,9,0.9,1,1.51,3.9,12.6
09/10/2019,13.8,11.2,1.3,1.3,1.76,4.8,12.5
10/10/2019,16.6,9.4,0.1,1.8,2.67,4.5,13
11/10/2019,17.3,9.6,0.2,1.6,0.76,5.7,13.45
12/10/2019,18.6,13.3,0.1,1.6,1.77,4.2,15.95
13/10/2019,23.7,13.5,2.4,1.7,2.15,4.2,18.6
14/10/2019,21.8,10.8,1.6,1.2,2.19,2.5,16.3
15/10/2019,16,11.9,0.3,1,0.84,2.8,13.95
16/10/2019,14.9,10.5,9.7,0.8,0.7,4.1,12.7
17/10/2019,16.9,10.4,0.4,1.1,1.94,3,13.65
18/10/2019,15.1,9.8,5.9,1.5,1.93,4.6,12.45
19/10/2019,14.4,10.9,2.8,1,1.4,3,12.65
20/10/2019,12.6,7.2,8.5,0.6,0.69,1.9,9.9
21/10/2019,14.4,7.8,0.8,0.7,0.84,3.1,11.1
22/10/2019,15.6,11.6,0.2,0.9,1.59,2.6,13.6
23/10/2019,16.7,11.2,0.3,0.8,1.71,2.4,13.95
24/10/2019,20.2,10.9,0.1,1.4,1.95,4.1,15.55
25/10/2019,16.3,11.5,0,1.3,1.8,5.1,13.9
26/10/2019,19.8,11.6,4.5,2.1,1.99,5.9,15.7
27/10/2019,12.1,9.3,0,1.1,1.53,3.6,10.7
28/10/2019,13.4,2.1,0,0.6,1.91,1.6,7.75
29/10/2019,11.9,2.4,0,0.8,2.31,2.6,7.15
30/10/2019,9.5,2.8,0,0.6,1.58,3.1,6.15
31/10/2019,9.4,0.3,0,0.6,2.1,2.4,4.85
01/11/2019,15.4,0.1,7.9,0.5,0.47,3,7.75
02/11/2019,14.9,6.5,2.1,1.3,1.34,5.8,10.7
03/11/2019,12.5,8.5,3.9,0.5,0.73,2.9,10.5
04/11/2019,13.8,7.9,1.6,0.7,1.06,3.2,10.85
05/11/2019,11.6,8.8,2.3,0.6,1.05,2.5,10.2
06/11/2019,11,6.6,1.6,0.5,1.03,1.8,8.8
07/11/2019,10.7,6.2,4.3,0.6,0.7,3.3,8.45
08/11/2019,10.8,1.1,1.8,0.3,1.84,1.9,5.95
09/11/2019,9.4,1.5,0,0.4,1.7,3.3,5.45
10/11/2019,9.7,-0.6,0,0.3,1.87,1.8,4.55
11/11/2019,8,-0.3,7.4,0.6,0.43,4,3.85
12/11/2019,7.7,4.1,0.5,0.7,1.31,4.9,5.9
13/11/2019,9.7,4.4,1.3,0.5,0.9,3.6,7.05
14/11/2019,7.7,3.6,0.1,0.5,0.73,3.4,5.65
15/11/2019,6.2,2.8,0,0.6,0.45,3.3,4.5
16/11/2019,8,-0.9,0,0.3,1.28,2.1,3.55
17/11/2019,8.5,-1.6,0.3,0.3,1.29,2,3.45
18/11/2019,8.4,-1.6,2.8,0.6,0.12,3.3,3.4
19/11/2019,9,3.8,0,0.5,1.35,2.8,6.4
20/11/2019,6.6,-3.2,0.1,0.1,1.5,2.2,1.7
21/11/2019,6.4,-3.3,0.3,0.2,0.79,2.8,1.55
22/11/2019,10,-1.3,1,0.4,1.32,3.5,4.35
23/11/2019,8.5,5.5,0,0.6,0.41,3.1,7
24/11/2019,9.1,0.2,0,0.1,1.19,1.6,4.65
25/11/2019,12.5,0.6,0.1,0.2,1.25,2.6,6.55
26/11/2019,12.3,1.9,6.3,0.6,0.27,3.6,7.1
27/11/2019,12.1,9.7,4.8,0.8,0.46,5.6,10.9
28/11/2019,10.6,9.5,11.8,0.7,0.26,5.3,10.05
29/11/2019,9.1,5.7,0,0.5,0.8,2.6,7.4
30/11/2019,7.2,-1.3,0,0,1.27,1.8,2.95
01/12/2019,4.1,-1.9,0,0.4,0.52,3.4,1.1
02/12/2019,8.7,-2.3,0.1,0.2,0.86,2.1,3.2
03/12/2019,7.5,-0.4,0,0.1,1.1,2,3.55
04/12/2019,7.3,-2.9,0.1,0,1.19,1.6,2.2
05/12/2019,3.9,-2.8,0.9,0.1,0.79,3.2,0.55
06/12/2019,10.1,-3,5.6,0.6,0.15,6.6,3.55
07/12/2019,10.5,3.2,1.4,0.9,0.36,4.4,6.85
08/12/2019,11.6,8.9,8.2,1.2,0.59,6.9,10.25
09/12/2019,8,6.6,5.7,0.9,0.32,6.2,7.3
10/12/2019,7.8,2.4,2.3,0.7,1.02,5.3,5.1
11/12/2019,7.1,1.8,0.1,0.4,0.45,4.1,4.45
12/12/2019,6.2,3,6.7,0.5,0.9,5.3,4.6
13/12/2019,7.6,2.4,9.2,0.6,0.2,4.8,5
14/12/2019,10.1,5.1,7,0.9,0.47,5.5,7.6
15/12/2019,9.8,5.4,0,0.8,0.9,5.2,7.6
16/12/2019,10.2,3.3,1.5,0.4,0.23,2.4,6.75
17/12/2019,15.9,5.3,0.5,0.7,0.72,3.7,10.6
18/12/2019,10.3,6.5,0,0.2,0.97,2.9,8.4
19/12/2019,14.7,4.4,0.1,0.7,0.75,4.3,9.55
20/12/2019,13.2,8.4,1.6,1.4,0.26,5.6,10.8
21/12/2019,9.3,4.5,5.7,0.8,0.27,4.4,6.9
22/12/2019,9.4,6.5,8.2,0.5,0.23,4.2,7.95
23/12/2019,9.4,7,2.3,0.6,0.38,4,8.2
24/12/2019,11.6,6.6,1.8,0.7,0.6,5.4,9.1
25/12/2019,8.6,6.8,0.1,0.6,0.39,4.1,7.7
26/12/2019,7.7,-0.4,5.9,0.3,0.36,2.4,3.65
27/12/2019,7.1,0.9,0,0.4,0.31,2.5,4
28/12/2019,6.1,1.2,0,0.1,0.81,2,3.65
29/12/2019,5.5,-2.8,0,0.2,0.79,1.8,1.35
30/12/2019,9.8,-1.8,0,0.9,1.17,3.1,4
31/12/2019,6.3,0.3,0.9,0.3,0.47,2.4,3.3
01/01/2020,3.3,2.3,0.1,0.2,0.4,2.6,2.8
02/01/2020,9.7,1.3,0.1,0.4,0.28,3,5.5
03/01/2020,10.2,2.3,3.5,0.7,0.21,5.1,6.25
04/01/2020,8.5,3.8,0.1,0.5,0.6,4.1,6.15
05/01/2020,7.7,4.1,0.2,0.6,0.26,2.9,5.9
06/01/2020,8.3,6.1,1,0.5,1.2,3.5,7.2
07/01/2020,11.3,4.5,0.3,0.4,0.57,4.4,7.9
08/01/2020,12.7,5.7,2.8,0.4,0.24,3.9,9.2
09/01/2020,13.3,10.5,5.5,0.7,0.18,5.6,11.9
10/01/2020,8.5,7.6,0.7,0.5,0.64,3.8,8.05
11/01/2020,7.8,4.6,0,0.9,0.7,4.6,6.2
12/01/2020,9.7,5,0.6,0.9,0.41,5.5,7.35
13/01/2020,11.3,5.7,3.2,0.6,0.65,4.7,8.5
14/01/2020,12.7,6.9,0.4,1.4,0.2,7.7,9.8
15/01/2020,12.3,10.3,2.3,1.4,0.32,5.9,11.3
16/01/2020,11.9,2,0.2,0.3,1.36,3.5,6.95
17/01/2020,11.1,1.6,0.3,1,0.39,4.7,6.35
18/01/2020,7.9,3.7,0.1,0.6,1.07,3.9,5.8
19/01/2020,8,0.7,0.5,0.4,1.24,2.7,4.35
20/01/2020,4.7,-1.7,0.1,0.2,0.64,1.6,1.5
21/01/2020,2.3,-1.6,0,0.2,0.76,1.7,0.35
22/01/2020,4.7,-1.1,0.1,0.3,0.46,1.5,1.8
23/01/2020,5.5,0,0.2,0.3,0.71,2.4,2.75
24/01/2020,2.1,1.4,0.1,0.3,0.15,1.9,1.75
25/01/2020,3.1,0.1,0,0.3,0.39,2.1,1.6
26/01/2020,10.8,0.1,1.9,0.4,1.35,3.5,5.45
27/01/2020,9.8,2,5.4,0.6,0.6,4.6,5.9
28/01/2020,7.1,5.1,0.9,1,0.97,6,6.1
29/01/2020,8.2,3.1,0.2,0.9,1.14,4.8,5.65
30/01/2020,12.5,3.9,0.6,0.8,0.72,5.3,8.2
31/01/2020,12.7,5.8,6.8,1,0.52,6.1,9.25
01/02/2020,12.6,10.2,2.1,1,0.62,5.4,11.4
02/02/2020,13.8,7.3,3.9,0.9,0.46,5,10.55
03/02/2020,11.3,6.6,9.3,1.1,0.8,5.2,8.95
04/02/2020,7.9,5.3,4,0.9,0.56,5.7,6.6
05/02/2020,8.9,0.8,0.1,0.5,1.37,2.1,4.85
06/02/2020,9.1,1.1,0.1,0.5,1.69,1.7,5.1
07/02/2020,10.3,-1.6,0,0.6,2.22,2.8,4.35
08/02/2020,11,-1.7,2,0.8,0.62,3.6,4.65
09/02/2020,13.2,7.1,17,1.5,0.55,9.7,10.15
10/02/2020,10.5,7.1,2.2,1.8,1.15,9.1,8.8
11/02/2020,8.6,4,0.2,2.1,1.41,7.9,6.3
12/02/2020,9.2,3.4,1,1.4,1.86,5.3,6.3
13/02/2020,10.1,2.8,10.1,0.8,0.95,5,6.45
14/02/2020,10.1,4.9,0.1,1.1,1.34,4.2,7.5
15/02/2020,13.9,6.8,1.6,1.6,1.16,6.5,10.35
16/02/2020,17.5,8.8,9.4,2.1,0.81,9.9,13.15
17/02/2020,10.9,7.2,2.3,1.6,1.75,6.9,9.05
18/02/2020,9.8,5.3,5.2,1.3,1.61,6.3,7.55
19/02/2020,8.6,4.3,0.6,1.2,1.89,5.3,6.45
20/02/2020,11.1,4.7,7.3,1.2,0.82,6.4,7.9
21/02/2020,9.4,3.3,0,1.3,1.64,5.5,6.35
22/02/2020,10.9,3.2,5.7,1.3,0.47,7.1,7.05
23/02/2020,13.4,7.1,4.3,1.3,0.25,7.8,10.25
24/02/2020,12.3,4.7,5.2,1.1,0.48,5.6,8.5
25/02/2020,10.1,4.9,27.5,1.2,1.96,5.2,7.5
26/02/2020,5.8,0.9,4.7,0.7,1.12,4.7,3.35
27/02/2020,5.1,1.8,13,0.6,0.44,3.8,3.45
28/02/2020,11.1,0.5,5.3,1.1,1.57,5.3,5.8
29/02/2020,13.1,1.4,1.3,1.6,1.4,7.3,7.25
01/03/2020,9.5,5.2,0.5,1.7,1.89,5.8,7.35
02/03/2020,8.1,4.5,5.9,0.7,0.58,3.7,6.3
03/03/2020,9.1,1.9,0.6,1.1,2.69,3.4,5.5
04/03/2020,9.4,2.1,4.7,1,2.47,3.3,5.75
05/03/2020,7.2,3.7,18.4,0.5,0.43,4,5.45
06/03/2020,8.3,4.8,3.1,0.8,1.42,4.8,6.55
07/03/2020,10.9,2.4,0,1.4,2.94,3.8,6.65
08/03/2020,10.3,2.5,2.7,1,0.75,5.3,6.4
09/03/2020,10.4,6.5,13,1.4,2.13,4.5,8.45
10/03/2020,13.1,6.4,11.8,0.9,0.64,6.9,9.75
11/03/2020,15.1,9.1,7.2,1.2,1.93,5.7,12.1
12/03/2020,11.5,8.9,0.3,2.5,3.47,7.4,10.2
13/03/2020,10.6,6.4,0.9,1.7,2.43,4.8,8.5
14/03/2020,11.3,1.8,0.2,1.2,2.37,3.4,6.55
15/03/2020,13.7,3.5,0,1.3,1.57,3.4,8.6
16/03/2020,12.8,3.9,0,1.3,2.67,2.1,8.35
17/03/2020,14.9,4,0,2.2,4.41,3.1,9.45
18/03/2020,17.1,4.6,0,2.6,4.06,3.5,10.85
19/03/2020,14.9,3.2,0,1.3,2.5,2.3,9.05
20/03/2020,9,6.8,2.2,1.1,0.77,4.5,7.9
21/03/2020,10.3,3.4,0,2.2,4.6,6,6.85
22/03/2020,11.4,0.7,0,2.9,5.15,6,6.05
23/03/2020,11.4,0,0,2.9,5.15,5,5.7
24/03/2020,12.6,-2.7,0,2.6,5.18,3.4,4.95
25/03/2020,12.4,-1.3,0,2.7,5.3,3.2,5.55
26/03/2020,12.2,-0.2,0,3,4.81,4.5,6
27/03/2020,14.8,1.5,0,2.7,4.73,3.5,8.15
28/03/2020,14.4,3.3,0,2.7,4.84,5.1,8.85
29/03/2020,8.1,4.1,0.1,2.7,3.49,6.4,6.1
30/03/2020,9,-1,0.3,1.7,3.26,2.9,4
31/03/2020,10.2,-0.1,0,2.2,5.44,3.4,5.05
01/04/2020,11,-1,0,2.2,5.5,2.5,5
02/04/2020,10.4,-0.8,0.1,1.6,2.84,2.7,4.8
03/04/2020,11.3,1.5,0,2.3,4.59,3.8,6.4
04/04/2020,15.8,-0.1,0,2.7,5.39,2.5,7.85
05/04/2020,22.1,1.4,0,3.9,5.78,4,11.75
06/04/2020,22.2,4,0.1,3.6,4.92,3.9,13.1
07/04/2020,20.6,3.7,0,3,5.66,2.3,12.15
08/04/2020,24.9,4.7,0.1,3.3,5.3,1.8,14.8
09/04/2020,21.6,9.7,0,3.4,5.06,3,15.65
10/04/2020,20.8,8.1,0,3.6,5.85,3.2,14.45
11/04/2020,22.5,6.5,0,3.7,6.05,2.1,14.5
12/04/2020,23,5.2,1.6,3.2,5.02,2.1,14.1
13/04/2020,11.4,8,0.4,3,4.93,5.3,9.7
14/04/2020,11.2,4.4,0,2.4,4.15,2.8,7.8
15/04/2020,18,1.2,0,3,5.84,2,9.6
16/04/2020,24.2,1.9,0,3.7,6.09,1.9,13.05
17/04/2020,20.4,4.5,0.1,3.7,5.87,3.7,12.45
18/04/2020,14.1,8.3,3.9,1.8,2.62,2.6,11.2
19/04/2020,18.1,8.3,0,2.6,3.81,3.4,13.2
20/04/2020,19.4,7.6,0,5.2,6.62,6.4,13.5
21/04/2020,20.7,8.4,0,5.5,6.66,6.2,14.55
22/04/2020,22.4,9,0,5.3,6.84,4.6,15.7
23/04/2020,23.9,8.2,0,4.4,6.78,2.2,16.05
24/04/2020,20,8.1,0.1,3.6,5.98,3.6,14.05
25/04/2020,15.4,7.7,0,3.1,5.92,2.6,11.55
26/04/2020,18.3,4,0,3.4,6.94,2.2,11.15
27/04/2020,22.3,4.8,0.4,3.9,6.46,2.5,13.55
28/04/2020,15.6,8.8,7.1,1.3,1.69,2.5,12.2
29/04/2020,17.1,10.4,2.8,2.3,3.27,3.9,13.75
30/04/2020,16.8,9.1,5.9,3.1,5.49,4.6,12.95
01/05/2020,14.9,8.1,7.9,2.4,4.19,4.1,11.5
02/05/2020,14.5,8,1.4,2.9,5.8,3.9,11.25
